time,row,col,demand
154, 3, 6, 388
235, 3, 3, 16
361, 6, 1, 0
361, 0, 1, 0
21, 5, 1, 3
346, 2, 0, 0
204, 4, 7, 48
439, 3, 4, 8
263, 2, 6, 151
295, 3, 7, 6
426, 4, 3, 51
224, 6, 6, 0
7, 3, 2, 3
244, 5, 1, 0
541, 7, 2, 0
647, 2, 7, 231
681, 5, 6, 0
72, 1, 5, 41
123, 0, 4, 0
689, 3, 2, 0
682, 0, 3, 12
319, 2, 3, 0
290, 1, 4, 0
292, 7, 5, 6
637, 3, 7, 19
64, 5, 4, 12
43, 4, 3, 72
55, 4, 6, 3
163, 7, 1, 0
162, 5, 6, 132
218, 4, 2, 0
510, 1, 3, 76
178, 7, 5, 0
714, 2, 1, 0
333, 5, 4, 16
588, 0, 2, 27
576, 0, 2, 71
351, 7, 3, 0
380, 1, 2, 142
440, 3, 1, 0
431, 6, 2, 39
163, 4, 0, 0
537, 0, 6, 9
224, 6, 0, 0
393, 7, 1, 0
276, 3, 6, 14
333, 6, 1, 0
560, 4, 0, 0
152, 7, 4, 0
283, 0, 6, 14
53, 1, 7, 0
341, 5, 4, 33
609, 3, 2, 11
142, 1, 1, 0
64, 4, 1, 9
166, 3, 2, 4
629, 5, 4, 37
79, 5, 3, 0
78, 0, 6, 12
54, 4, 3, 0
103, 6, 2, 0
694, 1, 0, 0
147, 7, 2, 0
712, 1, 0, 0
438, 2, 5, 40
20, 3, 5, 604
725, 5, 6, 458
678, 6, 6, 0
286, 4, 4, 70
672, 3, 5, 683
417, 6, 7, 0
549, 5, 7, 49
609, 4, 4, 11
683, 1, 6, 33
238, 4, 0, 0
204, 2, 5, 56
485, 3, 5, 59
608, 4, 6, 0
241, 2, 3, 39
104, 1, 6, 4
208, 5, 0, 0
674, 6, 3, 21
14, 0, 0, 14
518, 7, 2, 0
394, 5, 2, 0
64, 3, 0, 0
154, 4, 2, 0
491, 0, 3, 14
717, 6, 2, 0
149, 5, 4, 11
610, 7, 1, 0
534, 7, 7, 0
456, 7, 7, 0
88, 1, 2, 75
87, 1, 7, 300
633, 6, 2, 0
16, 1, 2, 46
259, 3, 3, 36
40, 1, 6, 650
203, 4, 5, 25
158, 3, 0, 0
121, 3, 4, 52
486, 6, 6, 8
626, 4, 1, 11
264, 7, 4, 5
655, 4, 0, 20
78, 4, 4, 6
547, 5, 4, 15
508, 6, 0, 0
630, 6, 5, 11
420, 5, 7, 12
487, 2, 7, 0
546, 0, 4, 71
377, 5, 7, 39
489, 6, 3, 0
562, 1, 4, 0
205, 4, 3, 28
205, 1, 1, 5
73, 4, 4, 26
269, 4, 7, 9
166, 1, 3, 151
75, 3, 3, 53
512, 6, 4, 0
607, 7, 1, 0
641, 2, 1, 0
3, 7, 7, 0
369, 6, 3, 0
87, 5, 7, 12
335, 0, 7, 242
16, 6, 6, 0
396, 4, 7, 41
41, 3, 2, 9
287, 2, 6, 65
311, 6, 5, 0
459, 6, 0, 0
707, 0, 4, 35
292, 2, 1, 0
486, 4, 3, 100
446, 3, 2, 25
424, 2, 3, 82
257, 6, 7, 17
462, 2, 4, 27
640, 1, 4, 67
409, 7, 3, 0
386, 1, 5, 167
7, 3, 6, 14
149, 7, 3, 0
20, 4, 2, 0
207, 6, 6, 16
577, 7, 2, 0
293, 5, 7, 19
513, 3, 4, 0
5, 0, 5, 0
271, 1, 1, 0
607, 4, 6, 0
409, 5, 2, 39
222, 0, 1, 0
726, 3, 7, 1194
52, 7, 5, 3
178, 1, 7, 0
246, 4, 4, 9
320, 3, 0, 0
519, 3, 1, 38
590, 2, 7, 247
26, 0, 3, 0
94, 0, 1, 19
91, 2, 6, 158
438, 3, 0, 0
420, 4, 3, 12
717, 1, 2, 125
272, 2, 3, 5
447, 5, 4, 0
81, 2, 7, 111
683, 4, 6, 0
163, 3, 6, 2170
685, 6, 6, 33
86, 2, 7, 199
652, 2, 6, 102
200, 0, 1, 0
232, 0, 0, 0
18, 4, 6, 440
728, 0, 5, 1062
700, 7, 3, 0
720, 4, 5, 141
722, 3, 5, 1311
157, 7, 2, 0
114, 4, 0, 0
99, 4, 3, 40
585, 6, 2, 27
556, 6, 0, 0
281, 3, 3, 14
64, 1, 4, 75
140, 0, 6, 910
44, 1, 1, 3
361, 5, 0, 0
77, 7, 3, 0
536, 0, 1, 0
99, 0, 4, 0
472, 2, 2, 21
610, 0, 5, 0
28, 5, 3, 0
479, 6, 1, 0
272, 5, 3, 0
599, 4, 2, 0
118, 1, 7, 54
331, 1, 1, 0
662, 1, 1, 0
683, 1, 1, 0
524, 7, 0, 0
54, 7, 0, 0
167, 1, 1, 0
697, 0, 2, 78
8, 7, 1, 0
121, 6, 2, 4
356, 7, 6, 98
196, 2, 0, 0
6, 0, 7, 0
318, 3, 1, 6
86, 7, 7, 19
149, 0, 4, 0
618, 0, 0, 0
634, 3, 7, 0
161, 4, 1, 0
730, 3, 5, 399
383, 3, 6, 596
242, 5, 3, 17
494, 0, 2, 59
234, 3, 2, 13
432, 7, 0, 0
233, 6, 3, 0
91, 1, 7, 111
309, 2, 3, 74
336, 6, 4, 6
634, 4, 7, 0
58, 7, 6, 3
521, 3, 2, 23
108, 3, 5, 13
700, 4, 6, 899
416, 2, 1, 0
662, 3, 4, 102
411, 6, 0, 0
676, 7, 3, 21
380, 1, 4, 107
139, 1, 6, 980
608, 1, 5, 18
641, 5, 1, 0
245, 2, 5, 5
231, 1, 1, 5
527, 5, 2, 15
555, 1, 2, 10
395, 1, 5, 41
14, 0, 1, 14
683, 6, 1, 0
157, 7, 3, 398
310, 2, 3, 83
438, 2, 2, 33
446, 5, 6, 8
566, 6, 0, 0
340, 5, 2, 0
233, 2, 1, 0
46, 1, 4, 11
538, 4, 1, 0
544, 2, 4, 151
259, 0, 2, 22
468, 6, 3, 0
362, 3, 4, 74
58, 6, 2, 0
623, 1, 5, 167
433, 5, 0, 0
127, 0, 5, 4
258, 6, 4, 9
524, 4, 7, 91
570, 7, 1, 0
579, 5, 3, 10
423, 5, 0, 0
82, 1, 0, 6
345, 7, 6, 0
693, 4, 1, 12
728, 1, 7, 1711
499, 7, 1, 0
420, 6, 5, 7
255, 0, 7, 44
337, 4, 7, 75
480, 4, 7, 72
203, 7, 4, 12
128, 3, 6, 46
449, 1, 2, 66
235, 3, 7, 29
82, 3, 0, 4
433, 3, 0, 0
390, 0, 5, 7
87, 2, 0, 0
481, 3, 2, 8
694, 1, 5, 214
427, 4, 5, 106
342, 3, 2, 10
247, 5, 6, 0
565, 0, 3, 58
315, 6, 1, 0
377, 7, 3, 7
724, 5, 3, 45
413, 3, 6, 82
669, 6, 3, 31
115, 4, 7, 20
522, 4, 4, 38
702, 1, 7, 246
140, 2, 0, 0
211, 2, 5, 174
607, 1, 2, 64
203, 7, 1, 0
455, 4, 2, 0
38, 0, 4, 154
478, 7, 3, 13
461, 6, 6, 0
231, 7, 7, 0
542, 4, 2, 0
719, 4, 7, 112
594, 4, 1, 27
241, 7, 7, 0
402, 5, 6, 60
417, 5, 1, 0
558, 1, 0, 0
237, 0, 4, 29
435, 6, 6, 8
678, 7, 2, 0
57, 1, 1, 530
326, 2, 0, 0
180, 1, 0, 0
659, 6, 6, 39
299, 3, 0, 0
204, 1, 4, 40
702, 3, 4, 169
410, 4, 4, 63
454, 1, 5, 33
154, 7, 0, 0
359, 0, 3, 129
477, 6, 3, 8
346, 5, 7, 0
343, 1, 5, 17
544, 4, 6, 129
482, 4, 7, 22
653, 7, 2, 0
239, 1, 4, 13
525, 0, 0, 0
248, 4, 4, 0
295, 0, 2, 9
162, 2, 1, 7
699, 7, 7, 13
212, 5, 2, 12
351, 3, 4, 108
258, 7, 0, 0
352, 4, 7, 44
629, 7, 5, 11
155, 3, 0, 11
677, 1, 1, 21
582, 0, 7, 71
381, 2, 4, 39
422, 1, 2, 70
10, 7, 6, 3
15, 2, 2, 44
516, 5, 3, 0
680, 3, 7, 0
115, 4, 4, 33
674, 6, 1, 0
335, 6, 0, 0
58, 0, 6, 156
720, 5, 4, 95
338, 2, 6, 183
639, 7, 5, 19
298, 3, 6, 89
317, 3, 3, 20
322, 6, 6, 6
282, 4, 6, 18
265, 0, 4, 32
424, 0, 2, 106
714, 0, 5, 0
639, 3, 6, 49
222, 1, 6, 0
4, 5, 2, 0
585, 4, 4, 0
116, 4, 7, 56
492, 7, 7, 0
262, 5, 0, 0
81, 5, 0, 0
55, 1, 3, 6
519, 2, 3, 181
730, 7, 1, 0
295, 2, 4, 6
728, 7, 1, 0
137, 1, 0, 0
199, 4, 2, 0
100, 4, 1, 4
225, 6, 0, 0
186, 2, 3, 50
457, 1, 7, 90
555, 5, 2, 10
386, 1, 2, 41
184, 1, 7, 19
479, 1, 7, 111
465, 6, 7, 0
507, 2, 2, 47
413, 7, 4, 7
198, 4, 2, 0
27, 1, 3, 9
293, 0, 2, 30
354, 4, 1, 6
456, 6, 4, 77
452, 1, 2, 45
267, 3, 3, 18
69, 5, 7, 42
637, 5, 7, 19
419, 1, 1, 0
15, 7, 1, 0
135, 0, 5, 109
266, 0, 7, 29
284, 3, 2, 9
75, 3, 4, 0
591, 0, 6, 105
714, 1, 3, 0
20, 4, 7, 60
132, 3, 2, 4
190, 6, 3, 0
530, 6, 3, 49
177, 4, 3, 0
462, 1, 3, 56
704, 6, 2, 13
225, 6, 2, 0
321, 3, 4, 0
9, 2, 4, 347
425, 3, 3, 31
466, 7, 5, 0
619, 5, 3, 28
581, 1, 1, 10
359, 5, 4, 64
207, 7, 4, 0
544, 0, 6, 160
11, 0, 1, 0
195, 4, 5, 33
343, 6, 4, 0
368, 3, 7, 0
510, 3, 4, 0
498, 2, 4, 117
399, 0, 3, 60
532, 6, 2, 0
257, 1, 1, 5
143, 2, 3, 56
728, 0, 3, 899
561, 4, 4, 10
197, 5, 5, 8
663, 3, 1, 20
510, 3, 7, 9
421, 0, 4, 19
182, 7, 7, 0
128, 4, 0, 0
645, 0, 4, 49
563, 3, 6, 52
403, 2, 1, 0
410, 6, 5, 12
710, 0, 5, 0
325, 6, 5, 10
72, 5, 1, 0
612, 6, 2, 0
190, 4, 3, 31
360, 4, 3, 79
546, 7, 4, 9
421, 0, 6, 51
475, 4, 5, 61
270, 7, 7, 0
524, 4, 6, 181
299, 5, 4, 9
78, 1, 1, 0
85, 0, 7, 218
406, 2, 7, 96
288, 1, 6, 19
359, 3, 3, 60
537, 1, 7, 0
707, 4, 7, 22
328, 6, 5, 32
653, 7, 3, 0
28, 1, 6, 0
107, 5, 6, 6
150, 6, 1, 0
400, 6, 3, 66
287, 6, 5, 52
302, 2, 6, 55
244, 1, 2, 5
720, 1, 3, 200
213, 0, 3, 25
708, 0, 0, 0
548, 1, 1, 0
703, 5, 2, 0
538, 2, 0, 0
543, 0, 7, 264
503, 1, 4, 36
543, 7, 5, 0
434, 0, 6, 119
623, 1, 7, 103
629, 7, 7, 0
307, 0, 1, 6
26, 5, 6, 0
702, 7, 3, 0
685, 5, 4, 66
624, 5, 7, 67
571, 2, 1, 0
20, 5, 1, 0
150, 5, 7, 0
550, 6, 0, 0
396, 0, 1, 0
133, 0, 1, 11
238, 2, 7, 42
70, 3, 6, 508
164, 4, 3, 37
629, 6, 5, 11
304, 4, 6, 30
155, 6, 7, 23
490, 6, 1, 0
676, 1, 4, 66
630, 7, 6, 19
348, 6, 6, 21
139, 1, 5, 488
715, 6, 6, 35
165, 5, 6, 106
728, 2, 5, 1688
139, 4, 7, 70
43, 6, 4, 20
76, 3, 5, 4
237, 1, 6, 34
483, 2, 5, 86
453, 7, 1, 0
338, 6, 2, 0
508, 3, 0, 0
492, 7, 6, 0
171, 4, 5, 0
388, 7, 7, 18
507, 2, 1, 0
624, 0, 6, 127
293, 0, 6, 15
520, 6, 3, 15
179, 1, 0, 0
394, 0, 2, 0
198, 4, 0, 0
619, 1, 4, 28
454, 2, 0, 20
649, 7, 5, 31
229, 7, 5, 0
181, 1, 1, 0
403, 6, 1, 0
524, 4, 4, 91
294, 7, 1, 0
668, 4, 7, 71
16, 6, 7, 3
52, 5, 6, 3
46, 2, 5, 104
361, 1, 6, 886
578, 5, 2, 0
357, 6, 7, 33
89, 4, 3, 16
172, 2, 1, 0
447, 5, 1, 0
128, 1, 6, 7
257, 4, 1, 14
368, 4, 7, 0
556, 3, 4, 42
721, 1, 7, 141
588, 0, 6, 17
549, 1, 3, 111
629, 3, 5, 86
506, 0, 3, 114
128, 5, 5, 28
179, 7, 4, 0
674, 1, 5, 107
130, 3, 3, 118
136, 4, 5, 133
314, 7, 6, 42
650, 6, 4, 39
699, 5, 7, 35
210, 1, 5, 105
519, 7, 2, 0
233, 5, 4, 26
450, 6, 2, 0
106, 3, 2, 0
640, 5, 6, 19
179, 7, 3, 0
189, 6, 5, 15
684, 6, 1, 0
460, 4, 1, 21
196, 1, 6, 5
660, 3, 3, 82
123, 5, 5, 4
725, 5, 1, 14
335, 0, 4, 139
424, 3, 4, 87
384, 5, 4, 30
702, 0, 0, 22
105, 6, 1, 0
720, 2, 7, 95
326, 0, 2, 16
544, 2, 2, 31
715, 7, 1, 0
101, 6, 2, 0
176, 3, 1, 0
66, 0, 1, 3
724, 2, 5, 930
353, 5, 3, 17
17, 4, 2, 3
49, 5, 3, 24
185, 1, 5, 34
172, 7, 2, 0
401, 1, 3, 71
352, 2, 1, 6
340, 2, 3, 48
288, 2, 1, 0
379, 0, 4, 68
142, 6, 0, 0
347, 0, 2, 6
531, 1, 1, 0
537, 4, 0, 0
320, 3, 2, 0
91, 4, 0, 0
176, 2, 6, 0
71, 2, 0, 3
187, 3, 3, 24
681, 3, 5, 12
616, 3, 3, 75
693, 0, 7, 247
178, 2, 3, 4
472, 0, 0, 0
512, 0, 3, 23
427, 1, 6, 188
234, 4, 7, 47
554, 0, 0, 0
51, 2, 6, 12
283, 1, 4, 18
250, 5, 5, 17
501, 6, 5, 50
274, 5, 4, 0
187, 7, 1, 0
15, 3, 6, 49
41, 5, 7, 190
238, 3, 3, 42
199, 7, 7, 0
725, 6, 5, 213
176, 4, 2, 0
534, 7, 0, 0
411, 3, 5, 274
43, 1, 5, 1347
305, 6, 2, 0
246, 4, 0, 0
264, 5, 5, 52
131, 7, 1, 0
484, 4, 5, 28
306, 6, 3, 0
721, 3, 7, 95
673, 1, 3, 173
281, 1, 7, 18
267, 4, 3, 122
601, 1, 2, 110
350, 4, 0, 0
83, 0, 3, 310
317, 3, 7, 36
76, 1, 1, 0
117, 1, 4, 17
344, 3, 6, 17
240, 7, 6, 0
337, 4, 6, 146
268, 2, 2, 0
385, 7, 3, 0
663, 5, 7, 31
311, 2, 5, 270
109, 3, 0, 0
626, 2, 7, 127
163, 2, 4, 51
201, 4, 6, 0
58, 6, 4, 9
277, 4, 1, 0
273, 4, 1, 0
654, 6, 2, 0
371, 3, 2, 0
24, 0, 3, 40
103, 7, 1, 0
332, 0, 3, 51
133, 1, 6, 74
301, 2, 0, 0
520, 7, 2, 0
726, 1, 1, 36
328, 6, 3, 0
316, 2, 0, 0
589, 7, 6, 34
326, 4, 5, 51
31, 4, 2, 0
571, 1, 2, 94
456, 6, 1, 0
142, 0, 0, 0
88, 1, 0, 0
477, 7, 6, 0
286, 3, 3, 84
122, 1, 2, 17
293, 2, 1, 0
171, 2, 1, 0
662, 5, 4, 20
222, 4, 7, 5
21, 1, 4, 65
536, 2, 7, 0
692, 5, 3, 0
684, 7, 5, 0
614, 2, 3, 36
259, 2, 4, 58
24, 7, 1, 0
533, 2, 4, 71
487, 0, 0, 0
242, 6, 6, 9
713, 2, 2, 0
46, 6, 5, 14
6, 3, 4, 0
675, 2, 3, 161
631, 6, 5, 11
467, 5, 5, 0
206, 5, 1, 0
627, 2, 4, 86
381, 1, 4, 28
52, 2, 6, 3
476, 4, 1, 13
50, 0, 7, 6
218, 2, 7, 26
130, 3, 5, 139
128, 1, 7, 13
554, 3, 5, 326
542, 3, 2, 9
526, 3, 2, 38
277, 4, 0, 0
93, 3, 6, 123
678, 4, 1, 0
270, 2, 6, 5
363, 1, 1, 0
273, 7, 3, 0
120, 3, 6, 42
372, 6, 1, 0
7, 6, 4, 0
146, 3, 0, 0
168, 5, 0, 0
522, 5, 0, 0
396, 6, 1, 0
614, 2, 1, 11
448, 4, 6, 86
0, 7, 4, 0
542, 2, 2, 15
114, 4, 7, 10
367, 6, 3, 7
144, 3, 1, 0
417, 7, 2, 0
576, 4, 1, 34
62, 4, 1, 169
66, 5, 0, 0
274, 1, 3, 9
54, 7, 7, 0
363, 4, 3, 35
60, 3, 4, 169
587, 5, 6, 17
509, 6, 2, 0
302, 1, 7, 83
656, 6, 5, 31
316, 1, 7, 36
370, 2, 0, 0
701, 7, 7, 0
202, 4, 2, 0
34, 6, 1, 0
200, 3, 5, 0
343, 6, 0, 0
340, 4, 0, 0
523, 3, 2, 0
570, 6, 6, 16
236, 4, 4, 21
308, 1, 1, 6
92, 6, 1, 0
61, 3, 0, 0
418, 7, 1, 0
596, 7, 6, 17
606, 2, 1, 0
628, 7, 0, 0
626, 5, 4, 67
307, 3, 5, 104
552, 6, 6, 94
536, 4, 0, 0
533, 7, 6, 9
518, 1, 6, 53
173, 1, 0, 0
413, 6, 4, 0
124, 5, 3, 0
627, 1, 5, 86
426, 4, 7, 125
536, 4, 4, 0
555, 0, 2, 26
513, 1, 3, 0
335, 1, 6, 675
524, 5, 1, 137
162, 4, 4, 37
1, 5, 3, 0
674, 3, 6, 247
127, 1, 0, 0
459, 0, 7, 138
544, 6, 2, 0
540, 4, 1, 9
643, 7, 6, 11
644, 2, 1, 0
474, 6, 1, 0
57, 2, 4, 431
362, 6, 5, 11
171, 3, 3, 0
56, 6, 4, 9
106, 5, 5, 6
716, 3, 7, 190
598, 0, 4, 98
79, 6, 3, 0
191, 6, 2, 31
101, 7, 7, 0
310, 0, 2, 40
82, 6, 5, 146
37, 2, 5, 172
510, 6, 5, 0
195, 3, 2, 0
79, 4, 2, 0
19, 2, 5, 418
293, 7, 4, 0
619, 5, 1, 0
99, 4, 2, 13
229, 6, 2, 0
318, 3, 4, 6
422, 3, 0, 0
417, 3, 5, 0
506, 4, 1, 0
587, 6, 3, 0
600, 2, 2, 64
373, 7, 6, 28
28, 6, 0, 0
522, 2, 1, 0
445, 6, 3, 0
370, 6, 1, 0
674, 6, 7, 86
484, 7, 6, 14
197, 7, 5, 0
484, 1, 3, 28
664, 3, 1, 20
558, 4, 7, 16
173, 6, 6, 0
198, 1, 2, 0
256, 4, 0, 0
221, 5, 6, 0
455, 6, 1, 0
267, 2, 1, 0
507, 2, 5, 129
542, 2, 1, 0
715, 5, 0, 0
18, 0, 7, 161
147, 5, 7, 4
705, 7, 7, 35
278, 7, 2, 0
218, 3, 3, 13
621, 3, 6, 110
53, 7, 5, 0
592, 5, 0, 0
165, 5, 1, 14
558, 0, 6, 16
140, 7, 7, 7
186, 4, 7, 58
647, 2, 4, 194
199, 5, 7, 0
137, 7, 7, 11
98, 7, 1, 0
225, 5, 6, 0
86, 4, 5, 196
412, 1, 5, 94
305, 3, 7, 43
183, 5, 4, 15
99, 5, 2, 0
399, 2, 7, 119
105, 6, 5, 0
100, 4, 4, 13
34, 7, 1, 0
251, 0, 4, 9
351, 0, 2, 27
187, 7, 3, 0
286, 5, 4, 9
138, 2, 1, 0
314, 4, 6, 93
221, 6, 0, 0
582, 4, 6, 10
594, 2, 1, 0
269, 2, 2, 5
274, 0, 2, 9
550, 7, 6, 0
640, 1, 2, 60
637, 7, 3, 0
644, 4, 0, 0
183, 6, 0, 0
538, 5, 0, 0
224, 2, 4, 8
485, 4, 6, 64
588, 5, 7, 61
8, 4, 0, 0
564, 3, 6, 32
7, 0, 7, 0
724, 0, 4, 272
100, 2, 1, 0
415, 2, 2, 12
319, 5, 0, 0
80, 1, 4, 19
533, 5, 3, 9
397, 7, 7, 7
201, 5, 0, 0
212, 0, 1, 0
643, 2, 0, 0
668, 7, 7, 0
203, 7, 6, 8
671, 0, 7, 396
543, 1, 7, 151
100, 7, 3, 0
514, 6, 1, 0
73, 1, 3, 38
525, 2, 0, 0
456, 6, 6, 138
279, 1, 7, 32
466, 4, 0, 0
642, 6, 6, 11
621, 2, 1, 0
127, 3, 7, 0
161, 4, 5, 234
149, 4, 7, 0
706, 2, 2, 0
516, 4, 5, 53
539, 3, 0, 0
572, 1, 0, 0
121, 2, 2, 11
242, 6, 2, 0
69, 0, 2, 39
642, 3, 5, 67
225, 3, 7, 0
54, 6, 0, 0
53, 0, 3, 3
520, 0, 6, 243
295, 5, 4, 0
696, 3, 6, 350
30, 1, 6, 3
584, 0, 5, 0
527, 3, 5, 579
350, 7, 6, 6
242, 2, 2, 17
243, 2, 0, 0
591, 6, 2, 0
32, 0, 2, 29
85, 1, 0, 4
610, 6, 6, 0
671, 3, 7, 102
550, 3, 1, 9
423, 0, 4, 94
449, 6, 2, 0
441, 2, 1, 0
105, 3, 1, 4
681, 3, 0, 0
707, 0, 5, 35
476, 3, 2, 21
227, 2, 3, 5
42, 3, 3, 66
726, 1, 3, 930
334, 5, 7, 42
614, 7, 3, 0
668, 2, 6, 427
54, 3, 4, 0
422, 1, 1, 12
340, 3, 2, 21
282, 6, 0, 0
580, 2, 1, 10
74, 4, 7, 12
374, 2, 2, 120
96, 5, 1, 0
184, 4, 1, 15
546, 6, 1, 0
103, 0, 5, 0
179, 0, 4, 4
555, 5, 5, 74
291, 0, 3, 0
315, 1, 0, 0
333, 4, 3, 109
127, 0, 2, 11
551, 4, 6, 375
571, 7, 6, 0
71, 3, 4, 12
406, 0, 4, 96
604, 1, 6, 82
672, 5, 7, 12
657, 6, 4, 12
624, 6, 1, 0
727, 7, 2, 0
96, 3, 7, 20
343, 0, 4, 10
618, 6, 2, 11
289, 6, 0, 0
191, 7, 1, 0
614, 4, 1, 18
338, 5, 6, 60
146, 1, 6, 7
193, 5, 1, 0
235, 0, 0, 5
308, 1, 4, 25
660, 0, 2, 82
618, 5, 3, 11
618, 4, 2, 0
527, 3, 0, 9
550, 0, 2, 40
411, 0, 6, 168
154, 2, 2, 25
702, 4, 1, 13
505, 7, 7, 0
24, 2, 0, 0
501, 1, 2, 131
106, 0, 3, 23
22, 2, 2, 14
413, 0, 2, 19
478, 2, 3, 111
287, 7, 5, 52
306, 2, 5, 55
312, 3, 6, 212
117, 1, 7, 63
580, 1, 1, 0
637, 5, 0, 0
542, 0, 2, 15
716, 1, 0, 0
93, 2, 7, 202
139, 6, 0, 0
55, 0, 2, 15
504, 6, 0, 0
391, 2, 5, 11
725, 5, 2, 14
627, 5, 5, 37
432, 5, 4, 106
668, 5, 2, 12
222, 4, 2, 0
638, 3, 4, 37
677, 7, 2, 0
26, 2, 3, 9
31, 6, 3, 0
519, 4, 0, 0
118, 3, 4, 43
57, 5, 5, 124
404, 3, 7, 89
451, 7, 3, 0
231, 3, 3, 8
259, 3, 0, 0
572, 5, 1, 10
430, 7, 4, 12
492, 0, 1, 0
268, 4, 7, 18
400, 1, 0, 0
599, 2, 3, 149
402, 4, 4, 41
357, 3, 5, 291
142, 0, 2, 31
118, 5, 0, 0
530, 0, 5, 135
681, 2, 1, 0
646, 5, 4, 30
699, 6, 4, 13
634, 0, 3, 0
409, 2, 1, 7
120, 2, 6, 35
592, 2, 3, 203
632, 1, 0, 0
65, 4, 3, 30
212, 7, 2, 0
441, 6, 6, 0
205, 4, 6, 8
171, 1, 2, 0
294, 3, 2, 0
302, 2, 2, 15
232, 2, 7, 68
204, 7, 4, 0
407, 7, 4, 11
457, 6, 0, 0
662, 3, 6, 204
416, 2, 7, 0
306, 7, 7, 55
676, 5, 4, 12
37, 6, 6, 57
58, 0, 4, 301
107, 2, 6, 17
475, 2, 2, 34
252, 6, 1, 0
265, 4, 5, 41
606, 6, 7, 0
346, 0, 1, 0
420, 3, 7, 19
260, 2, 6, 53
646, 6, 3, 0
616, 7, 1, 0
724, 1, 5, 1017
491, 2, 4, 0
118, 7, 1, 0
301, 1, 2, 92
24, 6, 7, 18
590, 6, 3, 27
328, 0, 2, 36
290, 5, 0, 0
421, 3, 6, 24
320, 0, 2, 0
467, 3, 7, 0
596, 1, 3, 115
263, 4, 3, 62
393, 2, 5, 7
140, 7, 0, 0
44, 7, 3, 0
591, 3, 6, 159
448, 3, 4, 13
556, 7, 7, 10
433, 7, 6, 40
33, 1, 0, 0
493, 5, 1, 0
298, 1, 3, 15
584, 7, 4, 0
179, 4, 0, 0
356, 7, 3, 0
31, 0, 3, 0
24, 5, 4, 18
69, 4, 5, 237
310, 5, 3, 55
618, 1, 3, 57
504, 7, 0, 0
70, 3, 5, 427
501, 1, 4, 59
291, 3, 1, 0
199, 1, 0, 0
362, 6, 2, 0
2, 6, 1, 0
83, 6, 7, 26
13, 3, 1, 5
347, 6, 4, 0
432, 6, 5, 73
125, 4, 2, 0
194, 6, 7, 33
632, 1, 5, 11
363, 6, 4, 11
168, 3, 2, 19
16, 2, 5, 213
271, 5, 6, 32
345, 4, 7, 0
158, 0, 1, 4
706, 7, 7, 0
601, 3, 4, 82
145, 2, 6, 62
499, 0, 2, 28
645, 1, 7, 67
321, 7, 7, 0
255, 1, 3, 72
466, 1, 0, 0
105, 5, 4, 6
656, 1, 6, 20
527, 7, 2, 0
418, 5, 2, 0
582, 5, 1, 0
694, 7, 6, 21
516, 4, 2, 0
334, 3, 7, 46
359, 2, 0, 10
326, 0, 6, 83
449, 5, 2, 8
721, 0, 1, 73
7, 0, 1, 0
692, 0, 4, 0
124, 2, 5, 11
305, 5, 7, 15
289, 3, 1, 6
692, 6, 5, 0
445, 4, 5, 25
565, 4, 5, 84
712, 5, 5, 0
691, 5, 5, 0
433, 1, 1, 0
399, 7, 3, 0
697, 4, 5, 112
690, 2, 2, 0
355, 3, 4, 48
601, 3, 1, 11
245, 6, 2, 0
166, 6, 4, 14
558, 7, 3, 0
508, 7, 4, 9
527, 5, 5, 143
707, 1, 4, 56
627, 3, 3, 30
438, 3, 1, 8
160, 0, 5, 201
231, 6, 2, 5
630, 5, 2, 0
251, 6, 4, 0
91, 2, 0, 0
208, 7, 1, 0
579, 1, 5, 98
626, 1, 5, 146
726, 4, 7, 554
686, 3, 3, 0
723, 7, 4, 14
591, 1, 2, 98
299, 5, 0, 0
152, 3, 0, 0
209, 4, 0, 8
225, 4, 7, 0
581, 7, 5, 27
47, 5, 3, 20
451, 6, 5, 40
340, 1, 7, 37
151, 7, 0, 0
245, 7, 1, 0
208, 7, 5, 5
386, 0, 6, 335
116, 0, 0, 10
543, 4, 1, 15
663, 4, 6, 216
431, 2, 1, 7
303, 0, 7, 79
41, 2, 2, 25
4, 6, 5, 5
395, 3, 5, 11
345, 0, 4, 0
680, 6, 6, 0
236, 7, 3, 0
641, 0, 2, 78
583, 3, 4, 0
237, 2, 5, 55
256, 0, 5, 36
68, 4, 7, 130
392, 7, 0, 0
628, 6, 5, 11
224, 4, 4, 0
53, 4, 0, 0
164, 6, 3, 18
338, 6, 4, 0
681, 6, 0, 0
503, 7, 3, 0
20, 3, 4, 145
343, 5, 6, 6
236, 3, 3, 34
386, 0, 5, 160
617, 3, 6, 64
45, 0, 1, 14
358, 1, 7, 146
511, 5, 1, 0
100, 1, 7, 0
653, 0, 6, 31
297, 6, 0, 0
560, 1, 5, 0
102, 2, 6, 0
100, 0, 6, 0
471, 4, 6, 34
472, 0, 7, 117
486, 1, 3, 22
363, 2, 1, 7
470, 4, 4, 130
321, 2, 7, 0
288, 3, 6, 34
67, 4, 6, 849
384, 4, 7, 37
415, 4, 0, 0
699, 1, 4, 35
627, 2, 0, 0
296, 4, 2, 0
299, 1, 1, 0
553, 1, 6, 277
644, 0, 6, 49
364, 6, 5, 22
214, 2, 1, 0
341, 1, 4, 10
505, 2, 4, 53
141, 5, 6, 163
